Start Time;End Time;Sentence;Translation;Emotion_fine;Emotion_core;Student Emotion;Corrected_emotion
00:18:00.336000;00:18:04.336000;Dan gaan we dat regelen, ik kom je straks weer halen als meester Visser onderweg is.;Then we'll arrange that, I'll come pick you up again when Mr. Visser is on his way.;reassurance;neutral;neutral;neutral
00:18:04.336000;00:18:08.336000;Rustig aan, loop je met mij mee weer door de schuur of blijf jij nog even bij de paardjes?;Take it easy, will you walk with me through the barn again or will you stay with the horses for a while?;calmness;neutral;neutral;neutral
00:18:08.336000;00:18:10.336000;Nee, ik loop mee.;No, I'll come along.;willingness;neutral;neutral;neutral
00:18:10.336000;00:18:11.336000;Je loopt mee.;You walk along.;expectation;neutral;neutral;neutral
00:18:14.336000;00:18:17.336000;Ik vind het eigenlijk een hele trieste en verdrietige zaak vandaag.;I actually think it's a very sad and sorrowful matter today.;sorrow;sadness;neutral;sadness
00:18:17.336000;00:18:20.336000;Want deze mensen wonen allebei op een prachtige plek.;Because these people both live in a beautiful place.;appreciation;happiness;neutral;neutral
00:18:20.336000;00:18:22.336000;Hebben genoeg zorgen aan hun hoofd qua gezondheid.;They have enough worries on their mind regarding health.;worry;fear;sadness;sadness
00:18:22.336000;00:18:26.336000;En toch lukt het maar niet om gewoon in vrede rustig naast elkaar te wonen.;And yet it just doesn't work to simply live peacefully and quietly next to each other.;frustration;sadness;neutral;sadness
00:18:26.336000;00:18:31.336000;Sterker nog, ik heb het gevoel dat ze er alles aan doen om elkaar het leven zuur te maken.;In fact, I feel like they are doing everything they can to make each other's lives miserable.;resentment;anger;neutral;anger
00:18:31.336000;00:18:34.336000;Om elkaar te pesten, om elkaar te treiteren, om elkaar te dwarsbomen.;To tease each other, to taunt each other, to thwart each other.;hostility;anger;anger;anger
00:18:34.336000;00:18:37.336000;Meester Riet is hier al eens een keertje geweest om de rust terug te brengen.;Meester Riet has been here before to restore calm.;recollection;neutral;neutral;neutral
00:18:37.336000;00:18:39.336000;Dat is toen niet gelukt.;That didn't work out at the time.;disappointment;sadness;neutral;neutral
00:18:39.336000;00:18:42.336000;Wij zijn er nu. Dit moet stoppen.;We are here now. This must stop.;determination;anger;anger;anger
00:18:42.336000;00:18:44.336000;En daarom ben ik heel erg blij dat meester Visser onderweg is.;And that's why I'm very happy that Mr. Visser is on his way.;relief;happiness;happiness;happiness
00:25:47.345000;00:25:49.345000;Ik lig helemaal open.;I'm completely cut open.;distress;sadness;fear;fear
00:25:52.345000;00:25:55.345000;Je moet alleen maar tegen de grond aangeslagen worden.;You should only be slammed to the ground.;hostility;anger;anger;anger
00:25:55.345000;00:25:57.345000;Alle kanten. Shit, hÃ�;All directions. Shit, right?;frustration;anger;fear;anger
00:25:57.345000;00:26:00.345000;Het voelt maar op het geel te zitten.;It just feels like sitting on the yellow.;confusion;neutral;neutral;neutral
00:26:02.345000;00:26:04.345000;O, dit is geen vuil.;Oh, this isn't dirt.;realization;surprise;neutral;surprise
00:26:04.345000;00:26:06.345000;Nee, dit is het.;No, this is it.;resignation;sadness;neutral;neutral
00:26:07.345000;00:26:09.345000;Ook op Lima is er een gewonde.;There is also an injured person on Lima.;concern;sadness;neutral;neutral
00:26:09.345000;00:26:12.345000;Nathalie heeft op de rots haar voet gesneden.;Nathalie cut her foot on the rock.;worry;sadness;neutral;neutral
00:26:16.345000;00:26:19.345000;Koenraad is chirurg en dus wordt zijn hulp ingeroepen.;Koenraad is a surgeon and so his help is called upon.;expectation;neutral;neutral;neutral
00:26:19.345000;00:26:22.345000;Waar is Koenraad?;Where is Koenraad?;concern;fear;neutral;neutral
00:26:22.345000;00:26:24.345000;O, die zit er tegen.;Oh, he's over there.;relief;happiness;neutral;happiness
00:26:24.345000;00:26:26.345000;Die is chirurg.;She is a surgeon.;neutrality;neutral;neutral;neutral
00:26:28.345000;00:26:31.345000;Nathalie heeft een vreemd diepe snee in haar voet.;Nathalie has a strangely deep cut in her foot.;concern;fear;fear;fear
00:26:31.345000;00:26:33.345000;Ik heb er al een beetje naar gekeken.;I have already looked at it a little bit.;curiosity;neutral;neutral;neutral
00:26:33.345000;00:26:37.345000;Ik heb er niet zoveel verstand van. Ik denk dat het niet geÃ«cht hoef;I don't know much about it. I don't think it needs to be authenticated.;uncertainty;neutral;neutral;neutral
00:26:37.345000;00:26:39.345000;Ik zal eens even kijken.;I will take a look.;curiosity;neutral;neutral;neutral
00:26:39.345000;00:26:41.345000;Ik heb het nu al aan schoenen gemaakt.;I have already made it with shoes now.;frustration;anger;neutral;neutral
00:26:41.345000;00:26:42.345000;Ga eens kijken.;Go take a look.;curiosity;neutral;neutral;neutral
00:26:42.345000;00:26:44.345000;We zijn blij dat je er bent.;We are happy that you are here.;gratitude;happiness;happiness;happiness
00:26:44.345000;00:26:46.345000;Heel het kamp stond me wat op te wachten.;The whole camp was kind of waiting for me.;apprehension;fear;neutral;fear
00:26:46.345000;00:26:51.345000;Daar komt de dokter eigenlijk en nu kan de verzorging beginnen.;There comes the doctor actually and now the care can begin.;relief;happiness;neutral;happiness
00:26:51.345000;00:26:56.345000;Het gaf mij wel even terug het gevoel van...;It did give me back the feeling of...;nostalgia;happiness;neutral;happiness
00:26:56.345000;00:26:59.345000;Ja, ik ben eigenlijk hier de dokter.;Yes, I am actually the doctor here.;confidence;happiness;neutral;neutral
00:26:59.345000;00:27:01.345000;I need some help.;I need some help.;vulnerability;sadness;neutral;neutral
00:27:01.345000;00:27:03.345000;Ik zou daar niks aan doen.;I wouldn't do anything about that.;indifference;neutral;neutral;neutral
00:27:03.345000;00:27:05.345000;Ik zou daar niks aan doen.;I wouldn't do anything about that.;indifference;neutral;neutral;neutral
00:27:05.345000;00:27:07.345000;Gooi je pleister erover.;Throw your band-aid over it.;dismissiveness;disgust;neutral;neutral
00:27:07.345000;00:27:10.345000;Ik heb in de tijd sneeÃ«n gehad twee keer zo groo;I have had cuts in the past twice as big.;reminiscence;neutral;neutral;neutral
00:27:10.345000;00:27:12.345000;Onder mijn voet.;Under my foot.;neutrality;neutral;neutral;neutral
00:27:12.345000;00:27:15.345000;Het is niet de langte. Het is wel de diepte.;It is not the length. It is the depth.;reflection;neutral;neutral;neutral
00:27:15.345000;00:27:18.345000;Ik zou het zo laten.;I would leave it like this.;acceptance;neutral;neutral;neutral
00:27:18.345000;00:27:22.345000;Maar de bijdrage van Koen wordt ook nu niet echt gewaardeerd.;But Koen's contribution is still not really appreciated now.;disappointment;sadness;neutral;neutral
00:27:22.345000;00:27:26.345000;Ik weet uit ervaring dat je er best mee uit water blijft...;I know from experience that you better stay out of the water with it...;wariness;fear;neutral;fear
00:27:26.345000;00:27:28.345000;om die wonden te laten toegroeien.;to let those wounds heal.;hope;happiness;neutral;neutral
00:27:28.345000;00:27:31.345000;En dan ging hij vertellen en gaf hij mij als advies...;And then he started talking and gave me advice...;expectation;neutral;neutral;neutral
00:27:31.345000;00:27:34.345000;ga er maar veel mee in het water lopen, dat kan geen kwaad.;just walk a lot with it in the water, that can't do any harm.;reassurance;neutral;neutral;neutral
00:27:34.345000;00:27:37.345000;Ik denk niet dat het de moeite loont om dat te doen.;I don't think it's worth the effort to do that.;resignation;sadness;neutral;neutral
00:27:37.345000;00:27:41.345000;Ik zal het eerst verwarmen met een mes.;I will first heat it with a knife.;determination;neutral;neutral;neutral
00:27:41.345000;00:27:45.345000;Ik heb in het schaartje een zware schaar.;I have a heavy pair of scissors in the little scissors.;matter-of-factness;neutral;neutral;neutral
00:27:47.345000;00:27:49.345000;Moeten er geen dingen in?;Shouldn't there be things in it?;uncertainty;surprise;surprise;surprise
00:27:59.345000;00:28:03.345000;Op Simbang zit Richard de volgende ochtend alweer te waken bij het vuur.;At Simbang, Richard is once again keeping watch by the fire the next morning.;calm;neutral;neutral;neutral
00:28:03.345000;00:28:05.345000;Ik begin nou echt gek te worden.;I'm really starting to go crazy now.;frustration;anger;happiness;anger
00:28:05.345000;00:28:09.345000;Zodra ik mijn ogen dichtdoe, droom ik ook over het eiland.;As soon as I close my eyes, I also dream about the island.;longing;happiness;neutral;happiness
00:28:09.345000;00:28:11.345000;Je weet dat het van die rotsen afvalt.;You know it falls off those rocks.;warning;fear;neutral;fear
00:28:11.345000;00:28:15.345000;Het loopt en dan staan er die stonjes slaan.;It runs and then those little stones are standing there hitting.;confusion;surprise;neutral;neutral
00:28:18.345000;00:28:20.345000;En ik heb over jou gedroomd.;And I dreamed about you.;affection;happiness;neutral;happiness
00:28:20.345000;00:28:22.345000;Dat bestaat niet.;That doesn't exist.;disbelief;surprise;neutral;neutral
00:28:22.345000;00:28:24.345000;Het bestaat niet.;It doesn't exist.;disbelief;surprise;neutral;neutral
00:28:24.345000;00:28:26.345000;Het bestaat niet.;It doesn't exist.;disbelief;surprise;neutral;neutral
00:28:26.345000;00:28:28.345000;Het opdrogen bij het vuur.;Drying by the fire.;comfort;happiness;neutral;neutral
00:28:30.345000;00:28:33.345000;Nee, blijf maar zitten. Ik ga weer hier.;No, just stay seated. I'll go here again.;consideration;happiness;neutral;happiness
00:08:04.320000;00:08:06.320000;Als pronkstuk.;As a showpiece.;pride;happiness;surprise;surprise
00:08:05.924000;00:08:08.524000;Ja, we kijken er nu nooit naar. Is toch zonde?;Yes, we never look at it now. Isn't that a shame?;regret;sadness;sadness;sadness
00:08:08.604000;00:08:11.644000;Ja, maar dat vind ik wel een beslissing die mama moet nemen.;Yes, but I think that's a decision that mom should make.;deference;neutral;neutral;neutral
00:08:11.724000;00:08:13.084000;Nou, we kunnen toch aan haar vragen?;Well, we can still ask her, right?;hope;happiness;happiness;happiness
00:08:13.164000;00:08:15.564000;Ja, we gaan het vragen. Zal ik hem af en middag ophalen?;Yes, we are going to ask. Shall I pick him up in the afternoon?;readiness;neutral;neutral;neutral
00:08:15.644000;00:08:16.684000;Op een tafeltje?;On a little table?;curiosity;surprise;surprise;surprise
00:08:16.764000;00:08:17.644000;Op een tafeltje.;On a little table.;neutrality;neutral;;neutral
00:08:17.724000;00:08:18.524000;Dat is toch te gek?;That's crazy, isn't it?;amazement;surprise;surprise;surprise
00:08:18.604000;00:08:20.084000;Ja, we gaan het zo vragen, mama.;Yes, we are going to ask it like this, mom.;reassurance;happiness;happiness;happiness
00:08:20.164000;00:08:21.564000;Ja, okÃ©. Nou, ik moet even doo;Yes, okay. Well, I have to go on for a bit.;resignation;neutral;neutral;neutral
00:08:21.644000;00:08:25.044000;Ja, want het hele pensioen kan nog wel een stofzuigertje gebruiken.;Yes, because the whole pension could still use a little vacuuming.;sarcasm;neutral;disgust;disgust
00:08:25.124000;00:08:26.444000;Ligt hier die stang?;Is the bar lying here?;curiosity;neutral;fear;neutral
00:08:26.524000;00:08:29.204000;Maar ja, waar is dat ding nu weer gebleven?;But yeah, where has that thing gone now?;confusion;surprise;surprise;surprise
00:08:30.164000;00:08:33.124000;Hier ligt nog een spiegel voor een badkamer op de vloer.;Here is still a mirror for a bathroom on the floor.;observation;neutral;neutral;neutral
00:08:33.204000;00:08:35.284000;Jezus, wat een drama.;Jesus, what a drama.;exasperation;disgust;disgust;disgust
00:08:35.924000;00:08:38.084000;Hoe kan dat nou weg zijn?;How can that be gone now?;confusion;surprise;surprise;surprise
00:08:39.284000;00:08:41.683000;Daar word je toch helemaal gek van?;That drives you completely crazy, doesn't it?;frustration;anger;surprise;anger
00:08:41.764000;00:08:43.924000;O, hier. Nou, gelukkig.;Oh, here. Well, luckily.;relief;happiness;happiness;happiness
00:08:44.004000;00:08:46.043000;Ja, nou kan ik tenminste door.;Yes, now at least I can continue.;relief;happiness;happiness;happiness
00:08:48.604000;00:08:50.404000;O, die past niet.;Oh, that one doesn't fit.;disappointment;sadness;surprise;sadness
00:08:51.484000;00:08:53.843000;Dit is een stand van een andere stofzuiger.;This is a setting from another vacuum cleaner.;confusion;surprise;neutral;neutral
00:08:53.924000;00:08:55.924000;Nou, het is werkelijk...;Well, it is really...;hesitation;neutral;anger;neutral
00:08:56.723000;00:08:58.683000;Staat hier niet misschien die rode stofzuiger?;Isn't that red vacuum cleaner maybe here?;uncertainty;surprise;surprise;surprise
00:08:58.764000;00:09:00.523000;Dan neem ik die. Dan past die daarop.;Then I'll take that one. Then it fits on there.;decision;neutral;happiness;neutral
00:09:00.604000;00:09:02.924000;Nee, ook niet. Nou...;No, not that either. Well...;resignation;sadness;sadness;sadness
00:09:03.004000;00:09:05.843000;Het is niet te doen. Het past weer niet.;It's impossible. It doesn't fit again.;frustration;anger;anger;anger
00:09:06.883000;00:09:09.324000;Maar dan neem ik deze stofzuiger wel mee.;But then I'll take this vacuum cleaner with me.;determination;neutral;happiness;neutral
00:09:10.244000;00:09:12.284000;Het is toch verschrikkelijk?;Isn't it terrible?;dismay;sadness;disgust;sadness
00:09:13.404000;00:09:16.203000;O, wat erg. Nou, weer naar boven toe.;Oh, how terrible. Well, back upstairs again.;resignation;sadness;disgust;sadness
00:09:19.684000;00:09:22.964000;Hai. Kom je even kijken boven naar de bedden, hÃ�;Hi. Will you come upstairs for a moment to look at the beds, okay?;invitation;neutral;neutral;neutral
00:09:23.044000;00:09:25.924000;Ja, ik neem die dus mee. Het is waanzinnig.;Yes, so I'm taking that with me. It's amazing.;excitement;happiness;happiness;happiness
00:09:27.284000;00:09:28.684000;OkÃ�;OkÃ�;acceptance;neutral;neutral;neutral
00:09:29.883000;00:09:31.964000;Ja. Wat?;Yes. What?;confusion;surprise;surprise;surprise
00:09:32.044000;00:09:33.964000;Er hangt een pluisje aan de lamp.;There is a fluff hanging from the lamp.;observation;neutral;disgust;disgust
00:09:34.004000;00:09:36.404000;Ja, goed. Je wilde zo induiken.;Yes, good. You wanted to dive right in.;readiness;neutral;happiness;neutral
00:09:36.483000;00:09:40.044000;Het is netjes, toch? Heb je het harde kussen achter gedaan of voor?;It's tidy, right? Did you put the hard pillow at the back or at the front?;curiosity;neutral;neutral;neutral
00:09:40.123000;00:09:43.163000;Ik heb het grotere kussen achter gedaan.;I put the bigger pillow at the back.;contentment;neutral;neutral;neutral
00:09:43.244000;00:09:45.284000;Hij is even groot. 60 bij 70. Dat kan niet.;He is just as big. 60 by 70. That's not possible.;disbelief;surprise;surprise;surprise
00:09:45.364000;00:09:47.163000;Want alle Hollandse kussen zijn 60 bij 70.;Because all Dutch pillows are 60 by 70.;certainty;neutral;neutral;neutral
00:09:47.244000;00:09:49.084000;Nou ja, dan is-ie dunner en dan lijkt-ie groter.;Well, then it's thinner and then it looks bigger.;resignation;neutral;neutral;neutral
00:09:49.163000;00:09:51.964000;Ja, hij is dunner. Hij is zachter. Die zou ik voordoen.;Yes, it is thinner. It is softer. I would demonstrate that one.;preference;neutral;neutral;neutral
00:09:53.324000;00:09:56.604000;Luister, waarom zetten wij Bommel niet hier in het pand?;Listen, why don't we put Bommel here in the building?;curiosity;neutral;neutral;neutral
00:09:56.684000;00:09:57.763000;Bommel? Bommel?;Bommel? Bommel?;confusion;surprise;surprise;surprise
00:09:57.843000;00:09:59.604000;Bommel slaapt daar gewoon in de slaapkamer bij.;Bommel just sleeps there in the bedroom as well.;acceptance;neutral;neutral;neutral
00:09:59.684000;00:10:00.604000;Dat is wel leuk.;That is nice.;pleasure;happiness;happiness;happiness
00:10:00.684000;00:10:02.604000;Maar we moeten wel een ding hebben waar we hem op kunnen zetten.;But we do need to have something to put it on.;consideration;neutral;neutral;neutral
00:10:02.604000;00:10:04.644000;Want hij is best wel groot, hÃ¨, van ondere;Because he is quite big, you know, down there.;awkwardness;surprise;neutral;surprise
00:10:04.724000;00:10:06.284000;Zo naast de kassa.;Right next to the cash register.;expectation;neutral;neutral;neutral
00:10:07.364000;00:10:08.964000;Ja. Dat-ie het pand bewaakt.;Yes. That he guards the building.;assurance;neutral;neutral;neutral
00:10:09.044000;00:10:10.284000;Dat mensen hem moeten pinnen.;That people have to pin him.;resignation;sadness;sadness;sadness
00:10:10.364000;00:10:13.044000;Dat we hem links op die tafel zetten. Ja, dat is wel leuk.;That we put it on the left side of that table. Yes, that's nice.;contentment;happiness;happiness;happiness
00:00:00;00:00:07;In een uithoek van Malaysia hebben 16 Vlamingen en Nederlanders een afspraak met het avontuur van hun leven.;In a remote corner of Malaysia, 16 Flemish and Dutch people have a date with the adventure of their lives.;anticipation;happiness;neutral;neutral
00:00:07;00:00:13;Zij werden uit duizenden kandidaten geselecteerd om gedropt te worden op een onbewoond eiland.;They were selected from thousands of candidates to be dropped on an uninhabited island.;anticipation;surprise;neutral;neutral
00:00:17;00:00:21;47 dagen zullen ze aan hun lot worden overgelaten.;For 47 days, they will be left to their fate.;apprehension;fear;neutral;neutral
00:00:31;00:00:35;Maar de deelnemers moeten zich niet alleen aanpassen aan de natuur.;But the participants must not only adapt to nature.;expectation;neutral;neutral;neutral
00:00:35;00:00:42;De aanpassing aan elkaar is minstens zo belangrijk, want om de paar dagen stemmen de expeditieleden Ã©Ã©n van hun kampgenoten ;Adjusting to each other is at least as important, because every few days the expedition members vote one of their campmates out.;apprehension;fear;neutral;neutral
00:00:43;00:00:48;Totdat er Ã©Ã©n winnaar overblijft. Dit is Expeditie Robin;Until only one winner remains. This is Expedition Robinson.;anticipation;neutral;neutral;neutral
00:00:49;00:00:51;Dit is hun verhaal.;This is their story.;curiosity;neutral;neutral;neutral
00:01:00;00:01:10;MUZIEK;MUSIC;neutrality;neutral;neutral;neutral
00:01:30;00:01:40;MUZIEK;MUSIC;neutrality;neutral;neutral;neutral
00:01:46;00:01:53;De 16 vrijwilligers worden met een vissersboot naar hun bestemming gebracht voor deze tweede, nog zwaardere, expeditie.;The 16 volunteers are taken to their destination by a fishing boat for this second, even tougher, expedition.;anticipation;neutral;fear;neutral
00:01:53;00:02:01;De expeditieleden weten meteen waar ze aan toe zijn, want de twee groepen zullen elk op eigen kracht met een vlot hun eiland moeten bereiken.;The expedition members immediately know what to expect, because the two groups will each have to reach their island on their own with a raft.;anticipation;neutral;neutral;neutral
00:02:05;00:02:09;Als eerste zijn de leden van Kamp Noord aan de beurt.;First, it is the turn of the members of Camp North.;expectation;neutral;neutral;neutral
00:02:10;00:02:17;MUZIEK;MUSIC;neutrality;neutral;neutral;neutral
00:02:18;00:02:25;En in Team Noord zit ook de oudste deelnemer van de expeditie, Erik Buijsink, 62 jaar, een managementadviseur uit Heemsterveen.;And in Team North is also the oldest participant of the expedition, Erik Buijsink, 62 years old, a management consultant from Heemsterveen.;information;neutral;neutral;neutral
00:02:26;00:02:31;Je springt in het water, je krijgt een peddel nagedonderd en je tas met spulletjes wordt bijna op je hoofd gemikt.;You jump into the water, a paddle is thrown after you, and your bag with things is almost thrown at your head.;frustration;anger;fear;anger
00:02:32;00:02:37;En dan moet je zwemmen en als je in het water ligt, is dat vlot heel ver weg.;And then you have to swim and when you're in the water, that raft is very far away.;apprehension;fear;fear;fear
00:02:39;00:02:44;In Kamp Noord zit ook Jennifer Smit, ze is 42 jaar en heeft een cadeauwinkel in Noord-Brabant.;Jennifer Smit is also in Camp North, she is 42 years old and has a gift shop in North Brabant.;information;neutral;neutral;neutral
00:02:47;00:02:52;Jan van Hoof is 25 jaar, kunstenaar en voormalig topmodel uit het Belgische Ekeren.;Jan van Hoof is 25 years old, an artist and former top model from Belgian Ekeren.;description;neutral;neutral;neutral
00:02:55;00:03:02;De Vlaming Richard Makoviak, 44 jaar, is ervan overtuigd dat hij als ex-mijnwerker uit Bilzen best weet wat overleven is.;The Fleming Richard Makoviak, 44 years old, is convinced that as a former miner from Bilzen, he knows very well what survival is.;confidence;happiness;neutral;happiness
00:03:02;00:03:09;Ik heb altijd een koe meegewerkt, het was dagelijks, het was leven voor het overleven zal ik maar zeggen.;I have always worked with a cow, it was daily, it was living for survival, so to speak.;resignation;neutral;surprise;surprise
00:03:13;00:03:18;Gwan van der Elzen, een 31-jarige ex-marinier en decorateur uit Noord-Brabant.;Gwan van der Elzen, a 31-year-old former marine and decorator from North Brabant.;description;neutral;neutral;neutral
00:03:21;00:03:25;De acht leden van Kamp Noord hebben elkaar voor deze boottocht nooit ontmoet.;The eight members of Camp North have never met each other before this boat trip.;curiosity;neutral;neutral;neutral
00:03:25;00:03:31;Maar Melanie Drent, de 21-jarige studenten uit Nijmegen, die als eerste het vlot bereikt, maakt zich daar geen zorgen om.;But Melanie Drent, the 21-year-old student from Nijmegen, who is the first to reach the raft, is not worried about that.;confidence;neutral;neutral;neutral
00:03:32;00:03:39;Ik vind het absoluut niet eng om met vreemde mensen om te gaan, ik vind het juist heel erg leuk, want ik houd van mensen.;I absolutely don't find it scary to interact with strangers, I actually really enjoy it, because I love people.;affection;happiness;happiness;happiness
00:03:46;00:03:51;Pascal Mertens is 28 jaar en directiesecretarisse uit Arendonk in BelgiÃ�;Pascal Mertens is 28 years old and an executive secretary from Arendonk in Belgium.;description;neutral;neutral;neutral
00:03:52;00:03:56;Hilde Jacobs uit Antwerpen is 36 jaar en heeft een eigen bakkerij.;Hilde Jacobs from Antwerp is 36 years old and has her own bakery.;pride;happiness;neutral;happiness
00:03:56;00:03:58;Voor het eerst in haar leven laat ze haar man en twee kinderen achter.;For the first time in her life, she is leaving her husband and two children behind.;longing;sadness;neutral;sadness
00:03:58;00:04:00;Ofwel ga je ervoor, ofwel ga je er niet voor.;Either you go for it, or you don't.;determination;happiness;neutral;neutral
00:04:00;00:04:03;Vind je het moeilijk, zit er weer een op het strand met een foto, want dat vind ik gewoon op los.;Do you find it difficult, there's someone on the beach with a photo again, because I just find that random.;confusion;neutral;disgust;disgust
00:04:03;00:04:05;Dan doe je daar niet aan mee.;Then you don't participate in that.;detachment;neutral;neutral;neutral
00:04:11;00:04:14;Kamp Noord zal het volgende jaar weer opnieuw veranderen.;Camp North will change again next year.;expectation;neutral;neutral;neutral
00:04:15;00:04:16;Oh!;Oh!;surprise;surprise;neutral;surprise
00:04:20;00:04:24;Kamp Noord zal het eerste deel van de expeditie doorbrengen op het eiland Simbang.;Camp North will spend the first part of the expedition on Simbang Island.;expectation;neutral;neutral;neutral
00:04:25;00:04:30;Ondertussen zetten de acht overige expeditieleden van Kamp Zuid koers naar hun eiland.;Meanwhile, the eight remaining expedition members of Camp South set course for their island.;expectation;neutral;neutral;neutral
00:04:30;00:04:33;Ook zij zullen op eigen kracht het eiland Lima moeten bereiken.;They too will have to reach the island of Lima on their own.;determination;neutral;neutral;neutral
00:04:34;00:04:41;De fotografiestudenten Lobke Peers uit Antwerpen, 21 jaar, beseft meteen dat deze expeditie anders wordt.;The photography student Lobke Peers from Antwerp, 21 years old, immediately realizes that this expedition will be different.;realization;surprise;surprise;surprise
00:04:42;00:04:46;Bij ons groeide het licht al op de zicht van okÃ©, we gaan afzie;With us, the light was already growing at the sight of 'okay, we're going to suffer.';resignation;sadness;fear;fear
00:04:50;00:04:54;De andere Vlaams in Kamp Zuid is Nathalie Nyssen uit Gent, 37 jaar.;The other Flemish person in Camp South is Nathalie Nyssen from Ghent, 37 years old.;information;neutral;neutral;neutral
00:04:54;00:04:57;Een voormalige topatlete, nu werkzaam als courier.;A former top athlete, now working as a courier.;resignation;sadness;neutral;neutral
00:04:57;00:05:02;Gerrit van den Berge is ondernemer in de bouwsector en komt uit West-Vlaanderen.;Gerrit van den Berge is an entrepreneur in the construction sector and comes from West Flanders.;information;neutral;neutral;neutral
00:05:07;00:05:12;Pieter de Haan uit Rotterdam is 35 jaar en deze accountmanager kent zijn zwakke plek.;Pieter de Haan from Rotterdam is 35 years old and this account manager knows his weak spot.;self-awareness;neutral;neutral;neutral
00:05:13;00:05:14;Ik eet vrij veel.;I eat quite a lot.;openness;neutral;neutral;neutral
00:05:15;00:05:18;Dus ik kan me indenken dat ik daar wel last van ga krijgen.;So I can imagine that I will be affected by that.;apprehension;fear;sadness;fear
00:05:20;00:05:23;Martijn Diender is een 24-jaar-oud-manager.;Martijn Diender is a 24-year-old manager.;neutrality;neutral;neutral;neutral
00:05:24;00:05:30;Martijn Diender is een 24-jarige fysiotherapeut uit Groningen met een duidelijk doel.;Martijn Diender is a 24-year-old physiotherapist from Groningen with a clear goal.;determination;neutral;neutral;neutral
00:05:41;00:05:44;Ook de leden van Kamp Zuid kenden elkaar niet voor deze tocht.;The members of Camp South also did not know each other before this journey.;uncertainty;neutral;neutral;neutral
00:05:44;00:05:50;Voor het eerst gaan ze kennis maken met Jascha van der Wel, een 23-jarige psychologie-studenten uit Amsterdam.;For the first time, they are going to meet Jascha van der Wel, a 23-year-old psychology student from Amsterdam.;curiosity;surprise;neutral;happiness
00:05:54;00:05:58;Christine Kollaris is 36 jaar en politieagent in Heerlen.;Christine Kollaris is 36 years old and a police officer in Heerlen.;information;neutral;neutral;neutral
00:05:59;00:06:03;En Koenraad Schwagte is met zijn 44 jaar de oudste deelnemer van Kamp Zuid.;And Koenraad Schwagte, at 44 years old, is the oldest participant of Camp South.;acknowledgment;neutral;neutral;neutral
00:06:03;00:06:06;Kinderschirurg en altijd op zoek naar de ultieme uitdaging.;Pediatric surgeon and always looking for the ultimate challenge.;ambition;happiness;neutral;happiness
00:06:07;00:06:12;Hoe ver kan ik daar gaan? Hoe ver raak ik daar psychisch? Hoe ver raak ik daar fysisch?;How far can I go there? How far will I be affected psychologically? How far will I be affected physically?;uncertainty;fear;surprise;fear
00:19:01.094000;00:19:02.094000;Precies.;Exactly.;confirmation;neutral;neutral;neutral
00:19:03.094000;00:19:06.094000;Kan er iemand van jullie koraal halen?;Can one of you get coral?;request;neutral;happiness;neutral
00:19:07.094000;00:19:10.094000;De leiding bij de bouw van de hut ligt duidelijk bij Jan.;The leadership in building the hut is clearly with Jan.;acknowledgment;neutral;neutral;neutral
00:19:11.094000;00:19:14.094000;Het beste is een klein viertje.;The best is a small fire.;recommendation;neutral;happiness;neutral
00:19:14.094000;00:19:18.094000;Misschien ligt het in mijn karakter dat ik de leiding wil nemen.;Maybe it's in my character that I want to take the lead.;self-reflection;neutral;neutral;neutral
00:19:18.094000;00:19:20.094000;Ik ben wel een beetje perfectionistisch.;I am a bit of a perfectionist.;self-awareness;neutral;neutral;neutral
00:19:20.094000;00:19:22.094000;Heel perfectionistisch.;Very perfectionistic.;self-criticism;neutral;happiness;neutral
00:19:22.094000;00:19:24.094000;We doen het geweldig.;We are doing great.;pride;happiness;happiness;happiness
00:19:25.094000;00:19:27.094000;Iedereen draagt z'n steentje bij.;Everyone is doing their part.;appreciation;happiness;neutral;happiness
00:19:27.094000;00:19:30.094000;In het begin dachten we dat ze een hut konden bouwen.;In the beginning we thought they could build a hut.;expectation;neutral;surprize;neutral
00:19:30.094000;00:19:33.094000;Maar achteraf blijkt dat Jan een wereldgozer is.;But in hindsight, it turns out Jan is a great guy.;admiration;happiness;neutral;happiness
00:19:33.094000;00:19:36.094000;Hij kan bouwen en tekenen. Hij heeft de maquette gemaakt.;He can build and draw. He made the model.;pride;happiness;neutral;happiness
00:19:36.094000;00:19:40.094000;Dan vind ik, laat hem en vertel ons wat we moeten doen.;Then I think, leave him and tell us what we need to do.;impatience;anger;fear;anger
00:19:40.094000;00:19:41.094000;***;***;neutrality;neutral;anger;anger
00:19:46.188000;00:19:49.188000;We hebben waarschijnlijk een dak boven ons hoofd en dat is dan dankzij Jan.;We probably have a roof over our heads and that's thanks to Jan.;gratitude;happiness;happiness;happiness
00:19:52.188000;00:19:55.188000;De expeditieleden hebben de eerste 24 uur moeten overleven...;The expedition members had to survive the first 24 hours...;endurance;fear;fear;fear
00:19:55.188000;00:19:58.188000;met slechts Ã©Ã©n bijl en twee kerosinelam;with only one axe and two kerosene lamps.;scarcity;neutral;fear;neutral
00:19:58.188000;00:20:00.188000;Maar de behoefte aan meer gereedschap is groot.;But the need for more tools is great.;need;neutral;happiness;neutral
